1.000000000000000021e-02 6.662272776562889298e+00 2.353114349963682517e-01 2.100000000000000000e+04 1.473502266337907329e+01 8.212690888911171605e-01 6.440000000000000000e+04 -7.141514582862004801e+00 1.425578085707995868e+01 8.543151571920609699e-01
2.000000000000000042e-02 6.492289624200029863e+00 1.678711914422234830e-01 4.200000000000000000e+04 1.279078533401838946e+01 8.124265989124234144e-01 1.288000000000000000e+05 -7.141514582862004801e+00 1.214156037535641630e+01 8.295888834456736083e-01
2.999999999999999889e-02 6.512149548476462435e+00 1.766241736106557159e-01 6.300000000000000000e+04 1.255156115567842612e+01 6.585717685623658779e-01 1.932000000000000000e+05 -7.141514582862004801e+00 1.192219612129288464e+01 6.818451972779521197e-01
4.000000000000000083e-02 6.539857895126698573e+00 1.904483279418011932e-01 8.400000000000000000e+04 1.249648496165644573e+01 6.277827879086160801e-01 2.576000000000000000e+05 -7.141514582862004801e+00 1.189482827392113862e+01 6.560349033474837110e-01
5.000000000000000278e-02 6.702248324182613182e+00 2.423857553863531800e-01 1.050000000000000000e+05 1.201541092211556716e+01 5.839257011625161864e-01 3.220000000000000000e+05 -7.141514582862004801e+00 1.157614466343617465e+01 6.322341962377147073e-01
5.999999999999999778e-02 6.852455560231431875e+00 3.877133396551594724e-01 1.260000000000000000e+05 1.177958375012327075e+01 7.543185723507211948e-01 3.864000000000000000e+05 -7.141514582862004801e+00 1.149052472749269782e+01 8.481262537734505225e-01
7.000000000000000666e-02 6.962861653971127218e+00 3.194627212426234819e-01 1.470000000000000000e+05 1.172124712560202653e+01 7.133218927277095167e-01 4.508000000000000000e+05 -7.141514582862004801e+00 1.154259419671114983e+01 7.815910394243168469e-01
8.000000000000000167e-02 7.025802102258406734e+00 2.760484183507406208e-01 1.680000000000000000e+05 1.160274746624165410e+01 6.945880970304865176e-01 5.152000000000000000e+05 -7.141514582862004801e+00 1.148703498563805780e+01 7.474325078630030816e-01
8.999999999999999667e-02 7.066589374428258630e+00 2.952024162479506275e-01 1.890000000000000000e+05 1.145872116000651708e+01 6.294563596140541062e-01 5.796000000000000000e+05 -7.141514582862004801e+00 1.138379595157277180e+01 6.952408037631319093e-01
1.000000000000000056e-01 7.046506326960730426e+00 3.254618210289745295e-01 2.100000000000000000e+05 1.112331050619120099e+01 6.896967076519113782e-01 6.440000000000000000e+05 -7.141514582862004801e+00 1.102830225028992572e+01 7.626315922471231801e-01
1.100000000000000006e-01 6.938218842049630908e+00 3.569943244296752694e-01 2.310000000000000000e+05 1.090496067391629964e+01 7.705658237537268418e-01 7.084000000000000000e+05 -7.141514582862004801e+00 1.070166493310392397e+01 8.492447447068836031e-01
1.199999999999999956e-01 6.885181768597221641e+00 3.195081729022741790e-01 2.520000000000000000e+05 1.071185699138291980e+01 8.170504132858391610e-01 7.728000000000000000e+05 -7.141514582862004801e+00 1.045552417711813575e+01 8.773008893201409419e-01
1.300000000000000044e-01 6.838601688299944747e+00 2.731007455164857767e-01 2.730000000000000000e+05 1.068320358597365427e+01 8.727646204716509315e-01 8.372000000000000000e+05 -7.141514582862004801e+00 1.038029069141159511e+01 9.144955439742094017e-01
1.400000000000000133e-01 6.845410903034637506e+00 3.020917910456791811e-01 2.940000000000000000e+05 1.046802013139213194e+01 8.226428152932732107e-01 9.016000000000000000e+05 -7.141514582862004801e+00 1.017191645156476554e+01 8.763564638723382316e-01
1.499999999999999944e-01 6.853101096515382018e+00 3.069738783925859971e-01 3.150000000000000000e+05 1.049962876256430100e+01 7.956223336296469606e-01 9.660000000000000000e+05 -7.141514582862004801e+00 1.021121527621767910e+01 8.527882854411589220e-01
1.600000000000000033e-01 6.846575444863176152e+00 3.055162856658082959e-01 3.360000000000000000e+05 1.048871906395622311e+01 7.514300331780793263e-01 1.030400000000000000e+06 -7.141514582862004801e+00 1.019377992595739357e+01 8.111641606783679403e-01
1.700000000000000122e-01 6.835815129939162738e+00 3.013164665999467084e-01 3.570000000000000000e+05 1.047120586327157810e+01 7.020547826029299721e-01 1.094800000000000000e+06 -7.141514582862004801e+00 1.016550641034873692e+01 7.639846404345600472e-01
1.799999999999999933e-01 6.828747574860739356e+00 2.964342656899804362e-01 3.780000000000000000e+05 1.032523794040966969e+01 6.572252503266955426e-01 1.159200000000000000e+06 -7.141514582862004801e+00 1.001247093240840513e+01 7.209842602596435723e-01
1.900000000000000022e-01 6.816789768420327356e+00 2.889069886027205158e-01 3.990000000000000000e+05 1.024241510307774128e+01 6.346810378321949830e-01 1.223600000000000000e+06 -7.141514582862004801e+00 9.917690288636062945e+00 6.973430058782009722e-01
2.000000000000000111e-01 6.817401410169098952e+00 2.955611868613292614e-01 4.200000000000000000e+05 1.016953352891604112e+01 6.268425801690189481e-01 1.288000000000000000e+06 -7.141514582862004801e+00 9.845420356223133496e+00 6.930281635632353776e-01
2.099999999999999922e-01 6.805026064792964569e+00 3.030452128326941441e-01 4.410000000000000000e+05 1.020207509127756929e+01 6.102560772944791712e-01 1.352400000000000000e+06 -7.141514582862004801e+00 9.865586573208528165e+00 6.813581150141665432e-01
2.200000000000000011e-01 6.803523925438272002e+00 2.374638630274269191e-01 4.620000000000000000e+05 1.030913309429356772e+01 5.571189091532272597e-01 1.416800000000000000e+06 -7.141514582862004801e+00 9.971142436869836700e+00 6.056158561167223064e-01
2.300000000000000100e-01 6.838880953838998522e+00 2.670299192306036518e-01 4.830000000000000000e+05 1.030048465668762070e+01 6.412158098697793296e-01 1.481200000000000000e+06 -7.141514582862004801e+00 9.997851027664612644e+00 6.945953444929354736e-01
