1.000000000000000021e-02 5.612712410127180362e+00 1.014899281102099593e-01 2.100000000000000000e+04 1.410489138762093830e+01 8.819945603191148287e-01 6.440000000000000000e+04 -7.141514582862004801e+00 1.257608921488611387e+01 8.878145132516838123e-01
2.000000000000000042e-02 6.124231684492214889e+00 1.688776392493627210e-01 4.200000000000000000e+04 1.428809898613863716e+01 9.201156007655943991e-01 1.288000000000000000e+05 -7.141514582862004801e+00 1.327081608776884636e+01 9.354851018646254124e-01
2.999999999999999889e-02 6.046029437793446704e+00 1.780256340048112229e-01 6.300000000000000000e+04 1.408741522324758932e+01 7.715506637394977663e-01 1.932000000000000000e+05 -7.141514582862004801e+00 1.299193007817903123e+01 7.918229303825915499e-01
4.000000000000000083e-02 6.016699966304570601e+00 1.723442817613447531e-01 8.400000000000000000e+04 1.341781556415562271e+01 9.309371735802344228e-01 2.576000000000000000e+05 -7.141514582862004801e+00 1.229300094759818762e+01 9.467558146689089016e-01
5.000000000000000278e-02 5.894494824076869754e+00 1.743169400829183424e-01 1.050000000000000000e+05 1.269602596585056808e+01 9.660625780111565808e-01 3.220000000000000000e+05 -7.141514582862004801e+00 1.144900620706543393e+01 9.816635371823859701e-01
5.999999999999999778e-02 5.832236699849838502e+00 1.643729878124842170e-01 1.260000000000000000e+05 1.208395086780292438e+01 9.745286282680761802e-01 3.864000000000000000e+05 -7.141514582862004801e+00 1.077467298479075808e+01 9.882937450153477243e-01
7.000000000000000666e-02 5.844844702647003842e+00 1.533334371910078930e-01 1.470000000000000000e+05 1.198996174450865837e+01 9.261902791899234710e-01 4.508000000000000000e+05 -7.141514582862004801e+00 1.069329186429365919e+01 9.387968769796356527e-01
8.000000000000000167e-02 5.830949889424723587e+00 1.543862208033642547e-01 1.680000000000000000e+05 1.172963988904851718e+01 9.489932388907805771e-01 5.152000000000000000e+05 -7.141514582862004801e+00 1.041907519561123507e+01 9.614693300539333132e-01
8.999999999999999667e-02 5.897608480241694373e+00 1.568575753356792613e-01 1.890000000000000000e+05 1.170455735126514440e+01 8.249972761720694159e-01 5.796000000000000000e+05 -7.141514582862004801e+00 1.046065124864483309e+01 8.397766397272087291e-01
1.000000000000000056e-01 5.898464559943707108e+00 1.413513456250381495e-01 2.100000000000000000e+05 1.172482286379783467e+01 8.018419420550605414e-01 6.440000000000000000e+05 -7.141514582862004801e+00 1.048177284087953609e+01 8.142055655352892218e-01
1.100000000000000006e-01 5.892970715377892965e+00 1.356020407429311403e-01 2.310000000000000000e+05 1.148310693774214108e+01 7.289414868863649533e-01 7.084000000000000000e+05 -7.141514582862004801e+00 1.023456307025803014e+01 7.414469669219452275e-01
1.199999999999999956e-01 5.950970179455682185e+00 1.499327862493072538e-01 2.520000000000000000e+05 1.130054688359454751e+01 6.976275309319407425e-01 7.728000000000000000e+05 -7.141514582862004801e+00 1.011000248018822489e+01 7.135572943405991131e-01
1.300000000000000044e-01 5.931860077894972605e+00 1.384848789817712811e-01 2.730000000000000000e+05 1.125520530120024354e+01 6.421979682859644267e-01 8.372000000000000000e+05 -7.141514582862004801e+00 1.004555079623321134e+01 6.569598862770972270e-01
1.400000000000000133e-01 5.949699875818381223e+00 1.387476068994934475e-01 2.940000000000000000e+05 1.127378451504366730e+01 6.495624978528957705e-01 9.016000000000000000e+05 -7.141514582862004801e+00 1.008196980800004283e+01 6.642155802427623934e-01
1.499999999999999944e-01 5.947583748816397176e+00 1.389285796510234539e-01 3.150000000000000000e+05 1.119894499350494499e+01 6.146745986433387321e-01 9.660000000000000000e+05 -7.141514582862004801e+00 1.000501415945933914e+01 6.301793494404591689e-01
1.600000000000000033e-01 5.930173916786253940e+00 1.287122965716629430e-01 3.360000000000000000e+05 1.123268041917632232e+01 5.784404906545173031e-01 1.030400000000000000e+06 -7.141514582862004801e+00 1.002133975310057323e+01 5.925877627131617142e-01
1.700000000000000122e-01 5.943718600197422930e+00 1.257914720229422745e-01 3.570000000000000000e+05 1.131794237478661103e+01 5.665693644876733659e-01 1.094800000000000000e+06 -7.141514582862004801e+00 1.012014639212202738e+01 5.803656943769719412e-01
1.799999999999999933e-01 5.969577631302339427e+00 1.345781191545538380e-01 3.780000000000000000e+05 1.123558802032889403e+01 5.508129612552999932e-01 1.159200000000000000e+06 -7.141514582862004801e+00 1.006365106876922866e+01 5.670151571536777846e-01
1.900000000000000022e-01 5.996364771472171284e+00 1.290233131189388593e-01 3.990000000000000000e+05 1.117002937530117634e+01 5.737990414046982846e-01 1.223600000000000000e+06 -7.141514582862004801e+00 1.002487956391134460e+01 5.881261388895568931e-01
2.000000000000000111e-01 5.991403647137511612e+00 1.255888839551000113e-01 4.200000000000000000e+05 1.112035205962649975e+01 5.036545522224673554e-01 1.288000000000000000e+06 -7.141514582862004801e+00 9.970241123902006564e+00 5.190765605837944774e-01
2.099999999999999922e-01 6.018957202062070522e+00 1.292255323274541789e-01 4.410000000000000000e+05 1.105747734094366308e+01 5.213629664404031416e-01 1.352400000000000000e+06 -7.141514582862004801e+00 9.934919960143727025e+00 5.371392566000466884e-01
2.200000000000000011e-01 5.998080500584652697e+00 1.084929961597790871e-01 4.620000000000000000e+05 1.105286614217964214e+01 4.625926619673796369e-01 1.416800000000000000e+06 -7.141514582862004801e+00 9.909432059902290035e+00 4.751449264401254036e-01
2.300000000000000100e-01 6.014738199181606682e+00 1.144729762023467545e-01 4.830000000000000000e+05 1.095635709205759589e+01 5.247740349115121994e-01 1.481200000000000000e+06 -7.141514582862004801e+00 9.829580708377196885e+00 5.371143732929999359e-01
2.399999999999999911e-01 5.994601516941700403e+00 1.124018892429915623e-01 5.040000000000000000e+05 1.091930286657499316e+01 5.002781370877695810e-01 1.545600000000000000e+06 -7.141514582862004801e+00 9.772389800654689651e+00 5.127498407151414028e-01
